Counter,Location,Experiment,Site,PID,Paired_PID,Species,Treatment,Lat_Deg,Lon_Deg,Date_01,Days_01,Diam_mm_01,Height_cm_01,DBH_01,Canopy_length_cm_01,Canopy_width_cm_01,Ground_cover_percent_01,Notes_01,Dead_01,Use_growth_01,Date_02,Days_02,Diam_mm_02,Height_cm_02,DBH_02,Canopy_length_cm_02,Canopy_width_cm_02,Ground_cover_percent_02,Notes_02,Dead_02,Use_growth_02,foliar_N_mg_g_02,foliar_C_mg_g_02,foliar_15N_AP_02,foliar_d15N_02,foliar_d13C_02,Date_03,Days_03,Diam_mm_03,Height_cm_03,DBH_03,Canopy_length_cm_03,Canopy_width_cm_03,Ground_cover_percent_03,Notes_03,Dead_03,Use_growth_03,foliar_N_mg_g_03,foliar_C_mg_g_03,foliar_15N_AP_03,foliar_d15N_03,foliar_d13C_03,Date_04,Days_04,Diam_mm_04,Height_cm_04,DBH_04,Canopy_length_cm_04,Canopy_width_cm_04,Ground_cover_percent_04,Notes_04,Dead_04,Use_growth_04,foliar_N_mg_g_04,foliar_C_mg_g_04,foliar_15N_AP_04,foliar_d15N_04,foliar_d13C_04,Date_05,Days_05,Diam_mm_05,Height_cm_05,DBH_05,Canopy_length_cm_05,Canopy_width_cm_05,Ground_cover_percent_05,Notes_05,Dead_05,Use_growth_05,Date_06,Days_06,foliar_N_mg_g_06,foliar_C_mg_g_06,foliar_15N_AP_06,foliar_d15N_06,foliar_d13C_06,Notes_06,Date_07,Days_07,Diam_mm_07,Height_cm_07,DBH_07,Canopy_length_cm_07,Canopy_width_cm_07,Ground_cover_percent_07,Notes_07,Dead_07,Use_growth_07,foliar_N_mg_g_07,foliar_C_mg_g_07,foliar_15N_AP_07,foliar_d15N_07,foliar_d13C_07,seedpod_N_mg_g_07,seedpod_C_mg_g_07,seedpod_15N_AP_07,seedpod_d15N_07,seedpod_d13C_07,disk_d15N_07,Date_08,Days_08,Diam_mm_08,Height_cm_08,DBH_08,DBH_stem2_08,DBH_stem3_08,Canopy_length_cm_08,Canopy_width_cm_08,Ground_cover_percent_08,Notes_08,Dead_08,Use_growth_08,foliar_N_mg_g_08,foliar_C_mg_g_08,foliar_15N_AP_08,foliar_d15N_08,foliar_d13C_08,Aboveground_harvest_date_08,Harvest_notes_08,Main_stem_g_dry_08,Twigs_g_dry_08,Leaves_g_dry_08,Secondary_stems_g_dry_08,Thorns_mg_dry_mainstem_08,Thorns_mg_dry_secondarystem_08,Thorns_mg_dry_twigs_08,Aboveground_mass_g_dry_08,Root_g_dry_08,Nodule_drymass_mg_08,Num_soil_cores_for_nodule_sampling_08,Coring_radius_for_nodule_sampling_m_08,Use_allometry_08,Allometry_notes_08,Biomass_g_dry_08,AGB_est_kg_01,AGB_est_kg_02,AGB_est_kg_03,AGB_est_kg_04,AGB_est_kg_05,AGB_est_kg_07,AGB_est_kg_08,BGB_est_kg_01,BGB_est_kg_02,BGB_est_kg_03,BGB_est_kg_04,BGB_est_kg_05,BGB_est_kg_07,BGB_est_kg_08,Biomass_est_kg_01,Biomass_est_kg_02,Biomass_est_kg_03,Biomass_est_kg_04,Biomass_est_kg_05,Biomass_est_kg_07,Biomass_est_kg_08
48,NY,FX,Ski,48,47,ROPS,MN,41.41904,74.01121,6/9/15,0,4.22,29.6,NA,NA,NA,NA,,0,1,10/19/16,498,27.55,243.84,12.89,NA,NA,NA,,0,1,27.78,520.62,0.98201,1697.5,-31.2,6/1/17,723,17.81,202,NA,114,45,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,42.4,320,NA,302,220,85,major deer damage,0.5,1,35.92844458,457.2167297,0.63971,751.2,-29.5,4/20/18,1046,43.9,340,NA,175,197,87.5,major deer damage,0.5,0,8/21/18,1169,39.46055859,464.674506,0.42971,173.83,-28.78,,9/13/18,1192,71.12,465,NA,400,410,12.5,major deer damage,0.5,1,38.2,483.32,0.42117,150.4,-29.23,NA,NA,NA,NA,NA,NA,10/4/19,1582,94.70733868,625,78.5,NA,NA,467,467,100,healthy; not harvesting,0,1,25.76929579,472.1637629,0.38701,56.76,-29.25,NA,Not harvesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,,NA,0.000387479,0.307706078,0.091900527,1.120097809,1.299133004,5.571485449,14.98681143,9.36E-05,0.057734208,0.012963364,0.252679358,0.284622072,1.484921474,3.959400432,0.000359227,0.353184758,0.101484334,1.339885583,1.561438797,7.015607705,19.4781427
49,NY,FX,Ski,49,50,BENI,HN,41.41906,74.01123,6/9/15,0,6.47,62.4,NA,NA,NA,NA,,0,1,10/19/16,498,27.63,194.31,5.83,NA,NA,NA,,0,1,33.98,488.73,1.05214,1892.2,-30.1,6/1/17,723,30.24,205,NA,102,78,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,45.6,312,NA,182,152,95,major deer damage,0.5,1,30.15199093,454.0854301,1.27777,2520.5,-30.4,4/20/18,1046,51.19,325,NA,146,173,87.5,major deer damage,0.5,0,8/21/18,1169,30.73383896,479.0572736,0.83311,1285.09,-31.15,,9/13/18,1192,51.93,320,NA,105,115,87.5,"dead with a live branch; previously major deer damage; live parts are 259 cm height, 115 cm length, 125 cm width",0.5,0,26.4,484.52,0.81113,1224.3,-31.22,NA,NA,NA,NA,NA,NA,10/4/19,1582,56.45,317,35.97,16.45,NA,134,122,100,"few leaves at very bottom; green height = 63 cm, length = 33 cm, width = 24 cm",0.5,0,NA,NA,NA,NA,NA,10/10/19,Very few leaves,395.3545038,205.589179,0,176.5214286,0,0,0,777.4651114,395.21,NA,4,1.5,0.1,,1172.675111,0.002897919,0.267874829,0.337351002,1.257029268,1.586066121,1.578810641,1.752718317,0.002996184,0.109547121,0.133591931,0.428140449,0.529757247,0.527588418,0.580741788,0.007111336,0.362377285,0.450651502,1.59631654,2.021830331,2.016796205,2.252205967
50,NY,FX,Ski,50,49,ROPS,HN,41.41906,74.01126,6/9/15,0,3.64,31.5,NA,NA,NA,NA,Insect herbivory,0.5,1,10/19/16,498,25.89,218.44,12.44,NA,NA,NA,insect herbivory on 6/9/2015,0,1,39.74,490.17,0.82487,1262.3,-32.6,6/1/17,723,30.17,245,NA,235,129,100,insect herbivory on 6/9/2015; no notes this time,0,0,NA,NA,NA,NA,NA,10/3/17,847,49,435,NA,315,235,100,major deer damage; insect herbivory on 6/9/2015; no notes between,0.5,1,36.34209959,443.6975647,0.68964,888.8,-29.8,4/20/18,1046,47.73,430,NA,195,151,87.5,major deer damage; insect herbivory on 6/9/2015; no notes between,0.5,0,8/21/18,1169,33.84709531,467.6910664,0.47494,298,-29,,9/13/18,1192,76.2,475,NA,490,380,37.5,major deer damage; insect herbivory on 6/9/2015; no notes between,0.5,1,37.6,474.16,0.47125,287.8,-31.36,NA,NA,NA,NA,NA,NA,10/4/19,1582,106.6240878,635,74.27,42.14,NA,520,525,100,healthy,0,1,29.97561444,463.4830414,0.41356,129.55,-28.82,10/10/19,,9109.377865,2544.819414,1604.823736,5225.942388,970,8765.531391,NA,19454.9634,6892.87,55.086,5,2,1,,26347.8334,0.000375695,0.235723744,0.374326474,2.0433305,1.904353818,5.941521742,17.10938434,0.000662205,0.129021816,0.194633147,0.716506537,0.667686101,2.347122683,5.789156842,0.000781211,0.380804195,0.593851567,3.033053906,2.834575223,8.458098099,23.3672926
51,NY,FX,Ski,51,52,BENI,PHN,41.41898,74.01136,6/9/15,0,5.26,68.8,NA,NA,NA,NA,,0,1,10/19/16,498,23.17,147.32,2.13,NA,NA,NA,,0,1,31.46,517.26,1.176,2236.7,-32.3,6/1/17,723,25.8,165,NA,116,102,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,46.25,284,NA,185,153,70,,0,1,21.70194105,457.035196,1.24304,2423.6,-29.9,4/20/18,1046,47.33,282,NA,118,154,87.5,,0,0,8/21/18,1169,26.62263042,475.5617982,0.62223,703.06,-30.07,,9/13/18,1192,75.08,450,NA,350,320,37.5,fertilized with NH4NO3,0,1,22.1,480.72,0.6495,778.2,-32.16,NA,NA,NA,NA,NA,506.12,10/4/19,1582,103.2721536,560,61.9,NA,NA,426,448,100,,0,1,22.15469434,493.5085625,0.50073,368.82,-28.83,10/10/19,,5027.707618,2665.35313,1530.902537,614.1127416,0,0,0,9838.076026,4237.06,NA,5,2,1,,14075.13603,0.002463435,0.124897529,0.180738613,1.097886453,1.122357978,4.531669532,9.691466506,0.002636506,0.057594931,0.078519348,0.379375067,0.387010056,1.422481116,2.995518148,0.006153651,0.184038808,0.257616423,1.430144525,1.464343791,6.021168857,13.61234919
52,NY,FX,Ski,52,51,ROPS,PHN,41.41892,74.01141,6/9/15,0,3.81,29.8,NA,NA,NA,NA,,0,1,10/19/16,498,25.37,210.82,6.99,NA,NA,NA,,0,1,35.64,516.3,1.04467,1871.5,-33.5,6/1/17,723,28.28,211,NA,287,176,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,46.95,275,NA,330,294,80,,0,1,40.07457577,466.327785,0.53319,458,-29.3,4/20/18,1046,45.12,335,NA,247,280,87.5,,0,0,8/21/18,1169,43.99341664,482.926388,0.46663,275.16,-30.54,,9/13/18,1192,75.81,420,NA,500,530,37.5,fertilized with NH4NO3,0,1,41.7,474.11,0.46394,267.8,-29.89,NA,NA,NA,NA,NA,NA,10/4/19,1582,98.09580062,545,57.53,47.99,41.41,590,558,100,,0,1,31.48803009,481.3879756,0.39249,71.78,-29.48,10/10/19,,4962.940954,3964.822871,3381.307723,8053.919514,390,NA,NA,20752.99106,5487.74,252.607,4,1.5,1,,26240.73106,0.004374511,0.743672471,0.903607627,2.832442695,3.14692513,9.734439519,19.47128593,0.004488261,0.271458149,0.343354857,1.02826937,0.943509852,2.899774914,5.064540495,0.009217771,1.147078641,1.377376302,4.028043806,4.446742292,12.84329673,24.63039608
53,NY,FX,Ski,53,54,BENI,MN,41.41905,74.01151,7/15/15,0,4.25,59,NA,NA,NA,NA,bad shape on 6/9/2015; was 3.97 mm diam and 59.6 cm height on 6/9/2015; replaced some time before 8/13/2015,0,1,10/19/16,498,20.02,116.84,NA,NA,NA,NA,replaced 2015,0,1,22.33,507.25,1.63903,3532.4,-32.6,6/1/17,687,22.62,125,NA,116,103,100,replaced 2015,0,0,NA,NA,NA,NA,NA,10/3/17,811,32.9,209,NA,130,132,80,replaced 2015,0,1,23.52761611,461.2009871,0.97635,1681.8,-30.9,4/20/18,1010,36.2,217,NA,122,104,87.5,replaced 2015,0,0,8/21/18,1133,14.585059,485.3926869,0.59077,616.44,-30.41,"Photosynthesis samples from 8/24/2017. Also ran photosynthesis samples from 9/7/2017, which were foliar_N_mg_g: 17.718, foliar_C_mg_g: 491.927; AP15N: 0.60234; d15N: 648.27; d13C: -30.72",9/13/18,1156,72.87,248,NA,165,205,62.5,replaced 2015,0,1,19.3,494.61,0.58598,603.3,-30.64,NA,NA,NA,NA,NA,543.79,10/4/19,1582,47.45,252,15.56,13.57,NA,162,133,100,"Very few leaves; green height = 137 cm, length = 44 cm, width = 57 cm",0.5,0,37.39172497,481.2531293,0.53551,464.43,-33.38,10/10/19,Very few leaves,351.0989529,218.6248571,0,63.40419355,0,0,0,633.1280036,230.34,NA,3,1,0.1,,863.4680036,0.000863007,0.045715138,0.062922146,0.277659017,0.342015625,1.20969857,0.657271092,0.001584721,0.033676552,0.043724243,0.153632644,0.184246576,0.564736529,0.328594872,0.002365802,0.069324609,0.09239469,0.358605822,0.438545627,1.537082147,0.828823197
54,NY,FX,Ski,54,53,ROPS,MN,41.41904,74.01146,6/9/15,0,4.93,42.9,NA,NA,NA,NA,,0,1,10/19/16,498,30.55,283.21,18.13,NA,NA,NA,,0,1,35.01630933,488.7180349,0.814559389,1233.779275,-32.75497701,6/1/17,723,36.13,288,NA,257,185,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,56.2,495,NA,305,235,70,minor deer damage,0.5,1,33.71164297,466.8908576,0.60547,656.9,-30.1,4/20/18,1046,59.72,481,NA,223,210,87.5,minor deer damage,0.5,0,8/21/18,1169,42.77468401,480.5200682,0.43881,198.83,-30.05,,9/13/18,1192,78.19,637,NA,430,420,37.5,minor deer damage,0.5,1,42.2,481.98,0.41685,138.6,-29.28,23.4,476.62,0.45819,252,-28.36,NA,10/4/19,1582,98.91947028,685,71.23,20.84,NA,489,411,100,foliar chemistry values are averages of duplicate runs of the same sample,0,1,30.56494312,485.4886529,0.39408,76.13,-28.79,10/10/19,,7696.832559,1862.970538,3089.915918,4279.323191,1370,5195.646259,NA,18299.04221,4418.18,7.112,4,1.5,1,,22717.22221,0.000842818,0.461820037,0.689882902,3.498765363,3.888968956,9.896311974,18.37058616,0.000159484,0.082250429,0.146084599,0.663092642,0.816418767,2.054169065,4.595554522,0.000801029,0.537004962,0.812560116,4.340571342,4.841000991,12.6925045,24.03194865
55,NY,FX,Ski,55,56,BENI,PHN,41.41908,74.01143,7/15/15,0,3.53,54,NA,NA,NA,NA,bad shape on 6/9/2015; was 3.34 mm diam and 47.8 cm height on 6/9/2015; replaced some time before 8/13/2015,0,1,10/19/16,498,15.25,138.43,1.53,NA,NA,NA,replaced 2015,0,1,29.43,484.86,1.25441,2455.3,-31.8,6/1/17,687,15.19,136,NA,62,49,100,replaced 2015,0,0,NA,NA,NA,NA,NA,10/3/17,811,28.3,221,NA,83,86,85,replaced 2015,0,1,27.46935278,446.9731071,1.1647,2205.3,-30,4/20/18,1010,28.9,218,NA,91,74,87.5,replaced 2015,0,0,8/21/18,1133,25.75089645,482.588389,1.17533,2234.89,-31.41,,9/13/18,1156,33,278,NA,105,120,12.5,fertilized with NH4NO3; replaced 2015,0,1,23,467.36,0.83342,1285.9,-30.73,NA,NA,NA,NA,NA,353.56,10/4/19,1582,35.16,248,17.78,NA,NA,84,93,100,"no leaves except at very bottom; green height = 26 cm, length = 17 cm, width = 39 cm",0.5,0,NA,NA,NA,NA,NA,10/10/19,No leaves,184.0016129,112.1288783,0,52.33902439,0,0,0,348.4695156,93.19,NA,3,1,0.1,,441.6595156,0.000733105,0.057318482,0.055112175,0.347121402,0.349868182,0.64744787,0.585209967,0.001088033,0.030261783,0.029323892,0.136862825,0.137873361,0.235577875,0.216172741,0.002328274,0.089347079,0.086420851,0.464987924,0.469788831,0.834676641,0.769184357
56,NY,FX,Ski,56,55,ROPS,PHN,41.41911,74.01131,6/9/15,0,5.26,38.5,NA,NA,NA,NA,,0,1,10/19/16,498,23.38,168.91,8.07,NA,NA,NA,,0,1,37.02,528.67,0.86583,1375.6,-32.4,6/1/17,723,27.65,203,NA,157,133,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,40.25,283,NA,221,211,65,,0,1,38.30438509,450.4421005,0.92198,1531.1,-29.9,4/20/18,1046,40.42,270,NA,164,184,87.5,,0,0,8/21/18,1169,44.78173794,489.1053869,0.49809,361.59,-30.68,,9/13/18,1192,65.36,410,NA,430,380,62.5,fertilized with NH4NO3,0,1,41,481.8,0.51696,413.4,-31.08,25.6,475.27,0.55184,509.3,-31.38,NA,10/4/19,1582,85.84594574,430,54.5,32.35,NA,412,383,100,,0,1,29.58600506,483.4625542,0.42622,164.28,-30.1,10/10/19,,3932.340569,2854.381467,729.3835666,3945.58601,74.193,3065.590753,NA,11535.88461,3468.23,6.206,4,1.5,1,,15004.11461,0.009785661,0.527219717,0.83849223,2.206988526,2.132182876,7.30903938,12.41424423,0.009018516,0.22747918,0.327018595,0.736914893,0.743665991,2.103716908,3.794831166,0.01963573,0.83038132,1.283940073,3.186510338,3.084958853,9.812629593,16.1387835
57,NY,FX,Ski,57,58,BENI,PHN,41.41921,74.01141,7/15/15,0,6.92,65,NA,NA,NA,NA,bad shape on 6/9/2015; replaced some time before 8/13/2015,0,0,10/19/16,433,11.37,71.12,NA,NA,NA,NA,replaced 2015,0,0,23.51,497.02,3.23209,8084.8,-32.5,6/1/17,687,17.35,74,NA,44,29,100,replaced 2015,0,0,NA,NA,NA,NA,NA,10/3/17,811,19.05,73,NA,55,44,90,replaced 2015,0,0,13.71683468,437.7662226,2.20323,5127.7,-30.6,4/20/18,1010,22.7,65,NA,64,64,87.5,"damage, standing water; replaced 2015",0.5,0,8/21/18,1133,21.75679718,481.2094438,0.78572,1154.06395,-31.56957,,9/13/18,1156,21.73,88,NA,70,40,62.5,fertilized with NH4NO3; replaced 2015,0,0,25.7,483.79,0.86377,1369.9,-32.09,NA,NA,NA,NA,NA,680.53,10/4/19,1582,25.18076846,98,NA,NA,NA,57,29,100,Very few leaves,0.5,0,33.73720716,472.1496856,0.67926,860.2,-32.69,10/17/19,Very few leaves,24.05638655,47.87963134,1.66764977,13.09361702,0,0,0,86.69728468,19.53,NA,3,1,0.1,,106.2272847,0.003535624,0.009998347,0.0223237,0.025578661,0.028134375,0.044843471,0.069500939,0.003478272,0.00764776,0.014156976,0.015692467,0.016641008,0.024631401,0.035092825,0.008498308,0.020545021,0.041134656,0.046329208,0.050335201,0.075336361,0.110958993
58,NY,FX,Ski,58,57,ROPS,PHN,41.41927,74.01147,6/9/15,0,3.13,29,NA,NA,NA,NA,,0,1,10/19/16,498,27.86,157.48,6.74,NA,NA,NA,,0,1,39.26,472.08,1.14959,2163.2,-31.2,6/1/17,723,32.6,184,NA,128,118,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,50.75,350,NA,262,225,80,major deer damage,0.5,1,32.86472586,448.9489973,0.83522,1290.9,-32,4/20/18,1046,53.2,322,NA,176,178,87.5,standing water; major deer damage,0.5,0,8/21/18,1169,30.03371193,469.2863286,0.47686,303.25,-28.72,"Photosynthesis samples. Also ran photosynthesis samples marked ""B,"" which I think was a different leaf. For those, foliar_N_mg_g: 31.304, foliar_C_mg_g: 477.347; AP15N: 0.50469; d15N: 379.72; d13C: -30.66",9/13/18,1192,73.69,400,NA,410,320,62.5,major deer damage,0.5,1,32.5,488.29,0.50426,378.5,-30.74,NA,NA,NA,NA,NA,NA,10/4/19,1582,72.05360505,NA,45.19,NA,NA,232,206,100,no leaves; no height on the datasheet; no green length etc.,0.5,0,NA,NA,NA,NA,NA,10/17/19,No leaves,1716.67368,349.8330077,0,962.1881423,NA,NA,NA,3028.69483,372.08,NA,NA,1.5,0.1,,3400.77483,0.003004736,0.677408835,1.030790315,4.037686826,4.077243278,8.858680993,NA,0.002933158,0.332416438,0.467013487,1.216865945,1.347556103,2.727164305,2.597817029,0.006477558,1.050810298,1.558723613,5.619697685,5.671393237,11.75497127,NA
59,NY,FX,Ski,59,60,BENI,HN,41.41919,74.01157,6/9/15,0,3.54,54.1,NA,NA,NA,NA,,0,0,10/19/16,498,10.27,93.98,NA,NA,NA,NA,,0,0,26.39,479.92,1.85523,4141.6,-30.7,6/1/17,723,11.02,95,NA,59,31,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,NA,NA,NA,NA,NA,NA,,0,0,16.42116676,457.8499644,1.49475,3127.4,-29.7,4/20/18,1046,15.7,118,NA,39,54,87.5,,0,0,8/21/18,1169,17.85528927,485.338619,0.47091,286.93,-31.25,,9/13/18,1192,26.56,155,NA,95,115,37.5,,0,0,14.6,421.19,0.47817,306.9,-32.53,NA,NA,NA,NA,NA,NA,10/4/19,1582,27.04689261,156,NA,NA,NA,77,102,100,"few leaves at bottom; foliar chemistry values are averages of duplicate runs of the same sample; green height = 51 cm, length = 19 cm, width = 21 cm",0.5,0,30.56786806,484.1429395,0.4795,310.51,-33.27,10/18/19,,80.4422179,55.72151899,3.618219937,0,0,0,0,139.7819568,43.15,NA,3,1,0.3,,182.9319568,0.000740708,0.014409957,0.016554326,NA,0.044713915,0.169737558,0.176639097,0.0010951,0.01011539,0.011279175,NA,0.024808268,0.074350828,0.076882437,0.002311469,0.02676441,0.030244562,NA,0.071859555,0.240780415,0.2498936
60,NY,FX,Ski,60,59,ROPS,HN,41.41918,74.01156,6/9/15,0,4.17,28.9,NA,NA,NA,NA,bad shape,0.5,0,10/19/16,498,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,6/1/17,723,NA,NA,NA,NA,NA,100,dead,1,0,NA,NA,NA,NA,NA,10/3/17,847,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,4/20/18,1046,NA,NA,NA,NA,NA,NA,dead; some standing water,1,0,8/21/18,1169,NA,NA,NA,NA,NA,,9/13/18,1192,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/19,1582,NA,NA,NA,NA,NA,NA,NA,100,gone,1,0,NA,NA,NA,NA,NA,NA,gone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,0.00046078,NA,NA,NA,NA,NA,NA,0.000954194,NA,NA,NA,NA,NA,NA,0.000950499,NA,NA,NA,NA,NA,NA
61,NY,FX,Ski,61,62,BENI,LN,41.41933,74.01169,7/15/15,0,7.65,53,NA,NA,NA,NA,bad shape in 6/9/2015; replaced/new baseline; was NA/NA diam and height,0,0,10/19/16,433,10.18,76.2,NA,NA,NA,NA,replaced 2015,0,0,15.11,528.76,1.91333,4305.7,-34.3,6/1/17,687,13.31,75,NA,57,44,100,replaced 2015,0,0,NA,NA,NA,NA,NA,10/3/17,811,NA,NA,NA,NA,NA,NA,replaced 2015,0,0,17.74621067,426.3712873,0.84724,1324.2,-32.4,4/20/18,1010,10.14,59,NA,28,24,87.5,replaced 2015,0,0,8/21/18,1133,13.37608702,475.1975427,0.5742,570.82,-32.7,,9/13/18,1156,12.85,59,NA,25,15,37.5,"half dead; replaced 2015; live parts are 48 cm height, 23 cm length, 20 cm width",0.5,0,13.7,478.34,0.55673,522.8,-33.21,NA,NA,NA,NA,NA,209.02,10/4/19,1582,10.63,58,NA,NA,NA,36,26,100,no leaves; no green height etc.,0.5,0,NA,NA,NA,NA,NA,10/18/19,,2.403225806,6.17,0,0,0,0,0,8.573225806,5.94,NA,3,1,0,,14.51322581,0.003411929,0.011492708,0.017662947,NA,0.006949167,0.010555687,0.007307542,0.002932125,0.007323965,0.010184293,NA,0.004983938,0.006809509,0.005170811,0.008441719,0.022707097,0.033100935,NA,0.015195999,0.021665054,0.015883064
62,NY,FX,Ski,62,61,ROPS,LN,41.4193,74.01161,6/9/15,0,4.83,29.4,NA,NA,NA,NA,,0,0,10/19/16,498,7.63,72.39,NA,NA,NA,NA,,0,0,31.65,487.33,0.567,551,-33.1,6/1/17,723,8.67,75,NA,75,38,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,NA,NA,NA,NA,NA,NA,dead,1,0,31.23712502,469.2272952,0.57498,573,-31.4,4/20/18,1046,12.09,65,NA,16,27,87.5,damage; previously marked dead,0.5,0,8/21/18,1169,NA,NA,NA,NA,NA,,9/13/18,1192,12.48,105,NA,35,33,37.5,dead,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/19,1582,NA,NA,NA,NA,NA,NA,NA,100,"No leaves; not actually gone, as recorded before, just covered",1,0,NA,NA,NA,NA,NA,10/18/19,"No leaves; not actually gone, as recorded before, just covered",NA,14.08,NA,0,NA,NA,67.083,NA,12.28,NA,NA,NA,0.1,,NA,3.00E-05,0.000434806,0.000667491,NA,0.001439897,0.003204416,NA,0.00115266,0.004486444,0.00655904,NA,0.017621372,0.019365135,NA,4.58E-05,0.000666223,0.001023379,NA,0.002210056,0.004924028,NA
63,NY,FX,Ski,63,64,BENI,MN,41.41934,74.0115,6/9/15,0,8.55,65.8,NA,NA,NA,NA,,0,0,10/19/16,498,20.77,88.9,NA,NA,NA,NA,,0,0,31.16,508.49,1.07219,1947.9,-31.9,6/1/17,723,20.17,95,NA,94,79,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,30.85,97,NA,74,63,95,unhealthy,0,0,25.80702551,458.0293877,1.23948,2413.7,-31.3,4/20/18,1046,33.4,108,NA,73,69,87.5,,0,0,8/21/18,1169,20.32038308,487.3414661,0.62339,706.24,-31.96,"Photosynthesis samples from 8/23/2017. Also ran photosynthesis samples from 8/24/2017 (""B"") and 9/7/2017. 8/24/2017 B: foliar_N_mg_g: 14.49642, foliar_C_mg_g: 493.8848; AP15N: 0.60576; d15N: 657.70; d13C: -31.96; 9/7/2017: foliar_N_mg_g: 21.05359, foliar_C_mg_g: 501.5722; AP15N: 0.62130; d15N: 700.48; d13C: -32.44; ",9/13/18,1192,38.56,143,NA,120,120,37.5,unhealthy,0,0,19.5,480.33,0.59109,617.3,-32.08,NA,NA,NA,NA,NA,NA,10/4/19,1582,43.05965629,137,NA,NA,NA,103,97,100,no leaves; no green height etc.,0.5,0,NA,NA,NA,NA,NA,10/18/19,No leaves,128.6368254,175.7813665,0,31.7422807,0,0,0,336.1604726,108.87,NA,3,1,0.1,,445.0304726,0.00367551,0.029685208,0.031851,0.067168344,0.092101589,0.186868005,0.207478259,0.00468049,0.02356089,0.025014961,0.045165553,0.058817391,0.107815776,0.117006659,0.007977029,0.047994996,0.050900194,0.099325558,0.132092228,0.252868484,0.279172766
64,NY,FX,Ski,64,63,ROPS,MN,41.41937,74.01154,6/9/15,0,3.91,19.5,NA,NA,NA,NA,dead,1,1,10/19/16,498,21.33,218.44,6.93,NA,NA,NA,listed as dead in 2015 but alive in 2016,0,1,38.66366989,489.3843557,0.952921744,1616.863103,-32.26938768,6/1/17,723,26.36,235,NA,154,89,100,listed as dead in 2015 but alive in 2016 and 2017,0,0,NA,NA,NA,NA,NA,10/3/17,847,36.95,318,NA,255,234,80,minor/moderate deer damage; listed as dead in 2015 but alive in 2016 and 2017,0.5,1,39.00431594,455.9123708,0.61434,681.3,-30.4,4/20/18,1046,40.92,288,NA,174,167,87.5,minor/moderate deer damage; listed as dead in 2015 but alive in 2016 and 2017,0.5,0,8/21/18,1169,32.41222563,452.084583,0.51444,406.5,-28.67,,9/13/18,1192,49.17,328,NA,130,140,87.5,"dead with a live branch; minor/moderate deer damage; listed as dead in 2015 but alive in 2016 and 2017; live parts are 220 cm length, 235 cm width",0.5,0,44.8,486.45,0.43294,182.7,-30.75,NA,NA,NA,NA,NA,NA,10/4/19,1582,49.16250807,373,32.73,19.44,NA,191,180,100,"green length = 138 cm, width = 180 cm",0.5,0,35.44432147,484.7576728,0.43287,182.5,-28.88,10/18/19,,1003.181089,226.2715385,100.2432168,540.1341661,NA,NA,NA,1869.83001,423.82,NA,NA,1,0.3,,2293.65001,0.000202419,0.151530115,0.266791962,0.812849375,0.916154632,1.614578731,1.868609574,7.21E-05,0.024038882,0.049633244,0.15775278,0.223735884,0.419618655,0.419399773,0.000183803,0.170030134,0.304829429,0.962428429,1.088902278,1.95411394,2.272159421
